,provinceName,cityName,confirmed,cured,dead,suspected,longitude,latitude
80,江西省,南昌,134,7,0,0,115.86458944231661,28.68945529506072
81,江西省,九江,86,2,0,0,116.00753491163063,29.711340559079343
82,江西省,新余,69,4,0,0,114.9235346513963,27.823578697788587
83,江西省,上饶,69,5,0,0,117.94945960312224,28.460625921851733
84,江西省,赣州,48,1,0,0,114.9405033729825,25.835176103497655
85,江西省,宜春,48,4,0,0,114.4235636759064,27.820856421848216
86,江西省,抚州,44,1,0,0,116.36453876864373,27.954892253419565
87,江西省,萍乡,22,1,0,0,113.8614964337543,27.6283927093972
88,江西省,吉安,15,1,0,0,115.00051072001253,27.119726826070448
89,江西省,鹰潭,9,0,0,0,117.0755754270272,28.265787063191418
90,江西省,景德镇,4,1,0,0,117.18457644638579,29.274247711040953
91,安徽省,合肥,93,5,0,0,117.23344266497664,31.826577833686887
92,安徽省,阜阳,84,3,0,0,115.82043612491321,32.89606099485221
93,安徽省,亳州,58,2,0,0,115.7844632112745,33.850642695788835
94,安徽省,安庆,56,3,0,0,117.06360390491879,30.53095656804304
95,安徽省,蚌埠,48,0,0,0,117.39551332813694,32.921523704350825
96,安徽省,六安,34,1,0,0,116.52640966418569,31.741450815322555
97,安徽省,马鞍山,30,0,0,0,118.5135795794315,31.676265597609103
98,安徽省,宿州,24,0,0,0,116.97054394561262,33.65209532645213
99,安徽省,芜湖,23,2,0,0,118.43943137653523,31.358536655799266
100,安徽省,铜陵,19,1,0,0,117.81847679445747,30.95123323991339
101,安徽省,淮北,14,0,0,0,116.8045372670298,33.96165630027632
102,安徽省,淮南,12,2,0,0,117.00638885071616,32.63184739905333
103,安徽省,滁州,11,2,0,0,118.33940613596579,32.26127087204081
104,安徽省,池州,11,1,0,0,117.49842096159624,30.670883790764535
105,安徽省,黄山,9,0,0,0,118.34543725314781,29.721889786591692
106,安徽省,宣城,4,1,0,0,118.76553424276743,30.94660154529291
107,重庆市,万州区,67,2,1,0,108.41555837050288,30.813621636707666
108,重庆市,九龙坡区,19,0,1,0,106.51755873943073,29.50792771555286
109,重庆市,开州区,18,0,0,0,108.39949765612053,31.16664411319345
110,重庆市,云阳县,18,2,0,0,108.70344750000172,30.93661127197471
111,重庆市,渝中区,16,0,0,0,106.57544006681098,29.559090182993803
112,重庆市,江北区,16,0,0,0,121.56042128922172,29.89294837947611
113,重庆市,垫江县,15,1,0,0,107.33956587471806,30.333293968500094
114,重庆市,忠县,15,1,0,0,108.04453753385525,30.305268389356584
115,重庆市,两江新区,14,0,0,0,106.57258156884862,29.68005454434884
116,重庆市,渝北区,12,0,0,0,106.6375590606026,29.723927343006626
117,重庆市,长寿区,12,0,0,0,107.08753107006804,29.863520067323154
118,重庆市,綦江区,12,0,0,0,106.65748419545173,29.034113748311206
119,重庆市,石柱县,12,0,0,0,108.12041416638326,30.006108697868918
120,重庆市,合川区,11,0,0,0,106.28254108757974,29.978181239534244
121,重庆市,奉节县,11,1,0,0,109.47047275630993,31.024601766549154
122,重庆市,巫溪县,11,1,0,0,109.57640255899645,31.404880009858267
123,重庆市,南岸区,8,0,0,0,,
124,重庆市,荣昌区,8,0,0,0,105.60141979927967,29.41130739668994
125,重庆市,璧山区,8,0,0,0,106.23347456267436,29.598346607316348
126,重庆市,巫山县,8,4,0,0,109.8855455070308,31.080518811735914
127,重庆市,大渡口区,7,0,0,0,106.48853359010742,29.490107128556012
128,重庆市,潼南区,7,0,0,0,105.84739903616547,30.19731423966403
129,重庆市,铜梁区,7,0,0,0,106.0634494941099,29.850508778722265
130,重庆市,大足区,7,0,0,0,105.72840462545042,29.713113506076837
131,重庆市,丰都县,6,1,0,0,107.73748061819887,29.86941278921405
132,重庆市,江津区,4,0,0,0,106.26559760837834,29.295884374464997
133,重庆市,高新区,4,0,0,0,103.93541378871335,30.746126110373723
134,重庆市,涪陵区,3,0,0,0,107.39641979754104,29.70927819797873
135,重庆市,巴南区,3,0,0,0,106.54745425696237,29.408474739770405
136,重庆市,永川区,3,1,0,0,105.93349936145171,29.362046335949085
137,重庆市,梁平区,3,0,0,0,107.77609725763075,30.66055325502347
138,重庆市,沙坪坝区,2,0,0,0,106.46446511092543,29.547192516541124
139,重庆市,黔江区,2,0,0,0,108.77759119834955,29.53881256766016
140,重庆市,城口县,2,0,0,0,108.67161164255864,31.953390746292587
141,重庆市,彭水,2,0,0,0,108.17257803588225,29.29946229044254
142,重庆市,武隆区,1,0,0,0,107.76642518951796,29.33202687074895
143,重庆市,秀山县,1,1,0,0,109.01357389980959,28.45344786428608
144,重庆市,酉阳,1,0,0,0,108.77458600709745,28.8470402586741
145,江苏省,苏州,55,4,0,0,120.59241222959322,31.303564074441766
146,江苏省,南京,47,10,0,0,118.80242172124585,32.06465288561847
147,江苏省,徐州,45,1,0,0,117.29057543439453,34.21266655011306
148,江苏省,无锡,26,1,0,0,120.31858328810601,31.498809732685714
149,江苏省,淮安,26,1,0,0,119.02148367070623,33.61629530103313
150,江苏省,泰州,26,1,0,0,119.9295663378548,32.4606750493083
151,江苏省,南通,25,0,0,0,120.90159173866185,31.98654943120089
152,江苏省,常州,24,2,0,0,119.98148471327892,31.815795653327836
153,江苏省,连云港,20,1,0,0,119.22862133316607,34.60224952526725
154,江苏省,扬州,15,0,0,0,119.41941890822997,32.40067693609037
155,江苏省,盐城,15,2,0,0,120.167544265761,33.355100917626196
156,江苏省,宿迁,11,0,0,0,118.28157403570837,33.96774971569008
157,江苏省,镇江,6,0,0,0,119.43048944567383,32.19471592052375
