cityName,confirmed,infectionRate
合川,5,0.4
白银,1,0.4
临夏州,2,0.4
定西,1,0.4
张掖,2,0.4
渝中,1,0.4
金昌,1,0.4
郴州,7,0.4
湘西自治州,3,0.4
涪陵,1,0.4
六安,6,0.4
乐山,2,0.4
宜宾,2,0.4
巴中,2,0.4
雅安,2,0.4
资阳,2,0.4
凉山州,2,0.4
广元,1,0.4
眉山,1,0.4
池州,1,0.4
铜陵,9,0.4
湖州,5,0.4
宣城,2,0.4
衢州,8,0.4
舟山,6,0.4
丽水,6,0.4
黔江,1,0.4
滁州,4,0.4
开封,3,0.4
洛阳,2,0.4
平顶山,5,0.4
淮南,2,0.4
鹤壁,5,0.4
新乡,7,0.4
焦作,2,0.4
濮阳,1,0.4
许昌,2,0.4
漯河,9,0.4
三门峡,4,0.4
蚌埠,3,0.4
宿州,9,0.4
德阳,2,0.4
甘孜州,3,0.4
遂宁,3,0.4
达州,4,0.4
红桥,1,0.4
长春,1,0.4
吉林,3,0.4
松原,2,0.4
四平,1,0.4
公主岭,1,0.4
通化,1,0.4
银川,7,0.4
中卫,1,0.4
固原,1,0.4
吴中,3,0.4
长宁,5,0.4
静安,7,0.4
徐汇,3,0.4
虹口,2,0.4
闵行,2,0.4
青浦,2,0.4
黄埔,3,0.4
宝山,2,0.4
嘉定,1,0.4
奉贤,1,0.4
宿松,4,0.4
黄山,7,0.4
绵阳,8,0.4
自贡,7,0.4
广安,7,0.4
泸州,5,0.4
南充,5,0.4
内江,4,0.4
河西,3,0.4
河北,7,0.4
滨海新区,1,0.4
晋中,9,0.4
太原,3,0.4
大同,3,0.4
吕梁,3,0.4
朔州,2,0.4
长治,1,0.4
阳泉,1,0.4
临汾,1,0.4
乌鲁木齐,6,0.4
伊犁州,4,0.4
吐鲁番,1,0.4
第七师,1,0.4
第八师石河子,1,0.4
厦门,6,0.4
漳州,6,0.4
河源,1,0.4
三明,8,0.4
茂名,2,0.4
南平,3,0.4
龙岩,1,0.4
宁德,7,0.4
南宁,7,0.4
柳州,6,0.4
梅州,4,0.4
梧州,4,0.4
韶关,4,0.4
防城港,5,0.4
玉林,2,0.4
百色,2,0.4
河池,3,0.4
运城,4,0.4
西宁,6,0.4
和平,1,0.4
葫芦岛,3,0.4
万宁,8,0.4
东方,1,0.4
澄迈,2,0.4
临高,1,0.4
陵水,1,0.4
琼中,1,0.4
海口,9,0.4
无锡,9,0.4
徐州,8,0.4
常州,8,0.4
汕尾,1,0.4
南通,6,0.4
连云港,3,0.4
淮安,3,0.4
盐城,6,0.4
扬州,8,0.4
镇江,2,0.4
泰州,8,0.4
宿迁,4,0.4
沈阳,8,0.4
大连,5,0.4
本溪,2,0.4
丹东,5,0.4
锦州,4,0.4
营口,1,0.4
辽阳,1,0.4
铁岭,2,0.4
朝阳,3,0.4
盘锦,2,0.4
肇庆,5,0.4
廊坊,9,0.4
沧州,8,0.4
保定,6,0.4
鄂尔多斯,2,0.4
巴彦淖尔,1,0.4
垫江,5,0.4
丰都,3,0.4
淄博,4,0.4
枣庄,8,0.4
城口,1,0.4
潍坊,5,0.4
济宁,5,0.4
泰安,3,0.4
梁平,1,0.4
日照,7,0.4
潼南,2,0.4
聊城,3,0.4
滨州,6,0.4
菏泽,7,0.4
铜梁,2,0.4
宝鸡,3,0.4
咸阳,4,0.4
铜川,5,0.4
渭南,3,0.4
延安,2,0.4
汉中,4,0.4
安康,8,0.4
商洛,2,0.4
琼海,1,0.4
河东,5,0.4
南开,2,0.4
西青,2,0.4
锡林郭勒盟,2,0.4
赤峰,2,0.4
通辽,1,0.4
石柱,7,0.4
邯郸,4,0.4
邢台,3,0.4
衡水,3,0.4
唐山,3,0.4
承德,1,0.4
张家口,1,0.4
揭阳,6,0.4
清远,6,0.4
汕头,6,0.4
湛江,7,0.4
东莞,7,0.4
两江新区,8,0.4
秀山,1,0.4
潜江,8,0.4
兴安盟,1,0.4
神农架林区,3,0.4
巫溪,5,0.4
巫山,5,0.4
奉节,4,0.4
上饶,9,0.4
抚州,9,0.4
吉安,4,0.4
景德镇,2,0.4
萍乡,2,0.4
淮北,2,0.4
呼和浩特,2,0.4
包头,3,0.4
呼伦贝尔,2,0.4
鹰潭,1,0.4
